dataset;subscriber;zip;sex;age;magan;uzleti;magenta_1;arpu;sim_4g
10.08;580FE242;1211;M;31;1;0;0;1;0
10.08;581F9A93;1215;M;49;1;0;0;1;0
10.08;580442F2;1051;M;57;1;0;0;5;1
10.08;581A0379;1243;;;0;1;0;1;0
10.08;5843673F;1087;;;0;1;0;1;1
10.08;5806DB1C;1149;;;0;1;0;1;0
10.08;582E8B53;1223;;;0;1;0;1;1
10.08;581A73A4;1041;M;72;1;0;0;1;1
10.08;583EDC5E;1086;F;31;1;0;0;1;0
10.08;58251290;1119;;;0;1;0;1;1
10.08;5822BF28;1042;F;51;1;0;0;1;1
10.08;5821B76C;1087;M;29;1;0;0;1;0
10.08;5806BB9C;1143;F;51;1;0;0;3;1
10.08;58245E61;1253;;;0;1;0;1;1
10.08;5817A945;1054;;;0;1;0;1;1
10.08;58000047;1214;M;30;1;0;0;1;1
10.08;583A260E;1212;M;45;1;0;0;1;0
10.08;58360A69;1103;;;0;1;0;1;1
10.08;5833BB3D;1173;F;;1;0;0;1;0
10.08;580D4788;1054;;;0;1;0;5;1
10.08;58377DDB;1211;M;42;1;0;0;1;0
10.08;582AB370;1223;M;60;1;0;0;1;0
10.08;580ABB4A;1149;;;1;0;0;1;0
10.08;5836FE31;1165;;;1;1;0;3;1
10.08;58465DF0;1107;F;;1;0;0;1;0
10.08;581574F0;1117;;;1;0;0;1;0
10.08;580B7048;1211;M;42;1;0;0;4;1
10.08;583EA231;1149;;;0;1;0;1;1
10.08;58465F50;1239;;;0;1;0;1;1
10.08;580965DC;1453;;;0;1;0;1;1
10.08;581968EB;1211;M;42;1;0;0;1;0
10.08;5849628C;1054;;;0;1;0;1;1
10.08;5839CF4E;1225;F;32;1;0;0;1;1
10.08;5808368E;1162;M;31;1;0;0;2;1
10.08;585F67DF;1048;;;1;1;0;4;1
10.08;5819CBA5;1103;;;0;1;0;1;1
10.08;584A301F;1211;M;42;1;0;0;1;0
10.08;58472534;1201;F;33;1;0;0;1;1
10.08;5823AF5A;1181;F;47;1;0;0;1;1
10.08;5804C428;1215;M;;1;0;0;1;0
10.08;5843394E;1141;;;0;1;0;3;1
10.08;581D2616;1149;;;0;1;0;3;1
10.08;584EEDCE;1108;F;73;1;0;0;1;1
10.08;5846C175;1214;M;;1;0;0;1;1
10.08;580AE324;1087;;;0;1;0;1;1
10.08;58302C03;1279;;;0;1;0;5;1
10.08;580BB1B0;1117;F;47;1;0;0;1;1
10.08;58156059;1086;M;56;1;0;0;1;0
10.08;58119B8C;1211;M;42;1;0;0;1;0
10.08;582C5F3F;1211;M;42;1;0;0;1;1
10.08;58013C4E;1125;;;0;1;0;1;1
10.08;58324002;1426;;;0;1;0;5;1
10.08;58007FD7;1108;;;1;0;0;1;0
10.08;584BBA1B;1023;F;38;1;0;0;1;0
10.08;585DA2A0;1161;F;51;1;0;0;2;1
10.08;5826C23A;1054;;;0;1;0;2;1
10.08;5848B5B1;1052;M;49;1;0;0;1;1
10.08;5846AB60;1013;M;46;1;0;0;1;1
10.08;584D3163;1141;M;51;1;0;0;2;1
10.08;58202268;1149;;;0;1;0;1;1
10.08;5844AFC4;1052;;;1;0;0;1;1
10.08;58103484;1067;F;25;1;0;0;2;1
10.08;5828262C;1013;F;46;1;0;0;4;1
10.08;582473A0;1048;;;0;1;0;5;1
10.08;5842F5F2;1300;;;0;1;0;1;1
10.08;58271E1C;1213;F;25;1;0;1;1;1
10.08;5828B2AD;1063;M;50;1;0;0;1;1
10.08;581E1ACB;1162;F;45;1;0;0;1;0
10.08;5820ED26;1215;M;49;1;0;0;1;1
10.08;580FE5B3;1215;M;49;1;0;0;1;0
10.08;58457E4D;1211;M;42;1;0;0;1;0
10.08;584F679D;1173;F;72;1;0;0;1;0
10.08;5800F595;1108;M;41;1;0;0;1;1
10.08;5831A67E;1108;M;38;1;0;0;1;1
10.08;58026BE1;1211;M;42;1;0;0;2;1
10.08;5859B598;1193;M;32;1;0;0;1;0
10.08;5806310C;1112;M;81;1;0;0;1;1
10.08;5819C389;1211;M;42;1;0;0;1;1
10.08;58152E23;1131;F;26;1;0;0;1;0
10.08;5859DC10;1103;;;0;1;0;1;1
10.08;5814153B;1023;M;48;1;0;0;1;1
10.08;584BD1E8;1077;;;0;1;0;2;1
10.08;582835DB;1116;M;63;1;0;0;1;1
10.08;580355E3;1106;;;1;1;0;1;0
10.08;5859860A;1146;M;28;1;0;0;1;0
10.08;58300088;1118;M;39;1;0;0;1;0
10.08;5807F257;1554;;;0;1;0;2;1
10.08;58291EFE;1034;;;0;1;0;1;1
10.08;5815030F;1116;F;36;1;0;0;1;0
10.08;5843BCAC;1042;;;1;1;0;1;1
10.08;585C8AE1;1438;;;0;1;0;2;1
10.08;580F078A;1132;F;26;1;0;0;2;1
10.08;58327174;1161;F;46;1;0;0;1;1
10.08;584D8A6F;1221;F;72;1;0;0;1;0
10.08;58360B00;1149;;;0;1;0;1;1
10.08;58382B4C;1037;F;41;1;0;0;2;1
10.08;584C5E87;1108;M;38;1;0;0;1;1
10.08;584091F9;1215;M;49;1;0;0;1;1
10.08;584056D6;1122;;;0;1;0;2;1
10.08;585F1231;1043;F;43;1;0;0;1;1
10.08;580758C8;1211;M;42;1;0;0;1;0
10.08;5858107E;1034;F;32;1;0;0;1;1
10.08;582A25AF;1211;M;42;1;0;0;1;0
10.08;5859C919;1192;;;0;1;0;2;1
10.08;584EB336;1153;F;48;1;0;0;1;0
10.08;584D92B5;1054;;;0;1;0;1;1
10.08;580263E1;1119;;;0;1;0;3;1
10.08;58385CBD;1042;;;1;1;0;1;0
10.08;582B3600;1119;;;1;1;0;3;1
10.08;580DBDF3;1091;;;0;1;0;1;1
10.08;5831037D;1211;M;42;1;0;0;1;0
10.08;5836757B;1054;;;0;1;0;1;1
10.08;58307EDB;1037;;;0;1;0;3;1
10.08;58287309;1075;F;25;1;0;0;4;1
10.08;584C5F0E;1162;M;57;1;0;0;1;0
10.08;5811673D;1211;M;42;1;0;0;1;0
10.08;5833501E;1042;;;1;1;0;1;1
10.08;5833DE55;1025;;;0;1;0;2;1
10.08;5808AD31;1211;M;42;1;0;0;1;1
10.08;5825E678;1211;M;42;1;0;0;1;1
10.08;58191E70;1164;;;1;1;0;1;1
10.08;585F1A5B;1087;;;0;1;0;1;1
10.08;58159420;1013;;;1;0;0;1;1
10.08;583A3DBD;1171;F;48;1;0;1;2;1
10.08;585D8F6F;1155;M;59;1;0;0;1;1
10.08;5807F57E;1325;;;0;1;0;5;1
10.08;584DC540;1135;;;0;1;0;1;1
10.08;5846EDF1;1221;M;70;1;0;1;2;1
10.08;5826A364;1103;;;0;1;0;1;1
10.08;584AB68E;1211;M;42;1;0;0;1;1
10.08;583648C6;1086;F;40;1;0;0;1;0
10.08;58126E27;1054;;;0;1;0;1;1
10.08;5858D7A1;1215;M;49;1;0;0;1;0
10.08;58248665;1126;M;;1;0;0;5;0
10.08;58362A0A;1108;F;44;1;0;0;2;1
10.08;58232192;1097;;;0;1;0;3;1
10.08;582BFA7B;1093;M;41;1;0;0;2;1
10.08;5828CC5B;1013;M;46;1;0;0;2;1
10.08;5813F690;1116;F;45;1;0;0;1;1
10.08;58306628;1025;F;73;1;0;0;2;0
10.08;583573F8;1211;M;42;1;0;0;1;0
10.08;583D4BF6;1182;M;32;1;0;0;1;1
10.08;5803E864;1108;M;50;1;0;0;1;1
10.08;5805612E;1066;;;0;1;0;1;1
10.08;58228FFA;1171;F;35;1;0;0;1;1
10.08;581FD304;1112;M;63;1;0;0;1;1
10.08;584164A6;1023;;;1;1;0;1;0
10.08;580CEF84;1021;;;1;1;0;2;1
10.08;58074491;1211;M;42;1;0;0;1;1
10.08;582C187E;1061;;;0;1;0;4;1
10.08;580D7905;1211;M;42;1;0;0;1;0
10.08;58329332;1021;F;74;1;0;0;1;1
10.08;582D0B8A;1215;M;44;1;0;0;1;1
10.08;584405D1;1215;M;49;1;0;0;1;1
10.08;585CF30B;1300;;;0;1;0;1;1
10.08;58091722;1077;;;0;1;0;2;1
10.08;58153C62;1135;M;88;1;0;0;1;0
10.08;58428660;1181;M;57;1;0;0;1;0
10.08;582B3DE2;1046;;;1;1;0;1;1
10.08;58167EB7;1147;F;28;1;0;0;5;1
10.08;58394622;1106;F;35;1;0;0;3;1
10.08;582AA7A4;1034;F;46;1;0;0;1;1
10.08;58247AA1;1123;;;0;1;0;1;1
10.08;583464E0;1225;;;0;1;0;2;1
10.08;582FA6B4;1108;F;32;1;0;0;3;1
10.08;580C255C;1204;F;30;1;0;0;2;1
10.08;5846D9EE;1453;;;0;1;0;1;1
10.08;5813F946;1087;;;0;1;0;5;1
10.08;5806BCBD;1215;M;49;1;0;0;1;1
10.08;580247F0;1138;;;1;1;0;2;1
10.08;58012077;1013;F;46;1;0;0;1;1
10.08;582E3E27;1215;M;49;1;0;0;1;1
10.08;58368A47;1211;M;42;1;0;0;1;1
10.08;581AA017;1211;M;42;1;0;0;1;0
10.08;581C591A;1133;M;42;1;0;0;1;1
10.08;5837D0AF;1153;F;61;1;0;0;1;1
10.08;580DA458;1211;M;65;1;0;0;1;0
10.08;582BA748;1047;M;38;1;0;0;2;1
10.08;58330B04;1037;;;0;1;0;1;1
10.08;58100AFB;1453;;;0;1;0;1;1
10.08;582CFD74;1077;;;0;1;0;1;1
10.08;5807C99E;1135;M;53;1;0;0;1;1
10.08;581B1294;1116;;;0;1;0;1;1
10.08;58473CCE;1211;M;42;1;0;0;1;1
10.08;5837837F;1046;F;;1;0;0;1;0
10.08;5813D3CC;1155;F;64;1;0;0;1;0
10.08;5844AFA2;1116;;;0;1;0;1;1
10.08;58161127;1195;F;53;1;0;0;3;1
10.08;583B8E09;1157;F;77;1;0;0;1;1
10.08;5808B478;1087;;;0;1;0;1;0
10.08;58152E74;1042;;;1;1;0;1;0
10.08;584F6AFD;1158;F;46;1;0;0;1;1
10.08;5839EDFC;1215;F;45;1;0;0;4;1
10.08;58115A75;1192;M;42;1;0;0;2;1
10.08;582B26C2;1171;M;54;1;0;0;2;1
10.08;582F0208;1074;M;67;1;0;0;2;1
10.08;583309DE;1087;;;0;1;0;1;1
10.08;585F3D9F;1045;M;67;1;0;0;1;1
10.08;581453E0;1116;M;63;1;0;0;2;1
10.08;58247EBC;1124;;;0;1;0;1;1
10.08;582B051C;1118;M;;1;0;0;1;0
10.08;5819151B;1194;;;1;1;0;2;1
10.08;58358F2D;1039;;;1;1;0;2;1
10.08;585F4732;1103;;;0;1;0;1;1
10.08;581DE035;1013;F;44;1;0;0;2;1
10.08;584B374D;1215;M;49;1;0;0;1;1
10.08;5833FA2A;1225;F;44;1;0;0;1;1
10.08;58083FA3;1121;;;0;1;0;2;1
10.08;58027744;1211;M;42;1;0;0;1;1
10.08;58072EFF;1101;M;30;1;0;0;1;1
10.08;581332F5;1211;M;42;1;0;0;1;1
10.08;58285EE5;1453;;;0;1;0;1;1
10.08;58171F4F;1051;;;0;1;0;1;1
10.08;5858668C;1038;F;48;1;0;0;1;1
10.08;582404AF;1211;M;42;1;0;0;1;1
10.08;58199F7B;1097;;;0;1;0;1;1
10.08;58438E84;1453;;;0;1;0;1;1
10.08;5800CE57;1042;M;31;1;0;0;3;1
10.08;585E7FDF;1144;F;49;1;0;0;2;1
10.08;58291A9E;1215;M;49;1;0;0;1;1
10.08;5842FFD3;1453;;;0;1;0;1;1
10.08;582CB8D9;1087;M;53;1;0;0;1;1
10.08;5800033B;1215;M;49;1;0;0;1;1
10.08;583A8757;1300;;;0;1;0;1;1
10.08;580791B0;1023;;;1;1;0;4;0
10.08;58207656;1074;M;30;1;0;0;1;1
10.08;581E7F98;1142;F;35;1;0;0;1;0
10.08;582B0652;1193;F;23;1;0;0;1;1
10.08;5804399B;1215;M;49;1;0;0;1;1
10.08;58349DA3;1157;F;36;1;0;0;1;0
10.08;583CB32B;1141;M;52;1;0;0;1;1
10.08;5826B6A8;1087;;;0;1;0;1;1
10.08;58409340;1124;M;68;1;0;0;1;1
10.08;584D2C10;1062;;;1;0;0;1;1
10.08;585C06BF;1143;;;1;1;0;2;1
10.08;58156816;1037;;;0;1;0;1;1
10.08;581F9D1F;1085;;;0;1;0;5;1
10.08;58074D4B;1211;M;42;1;0;0;1;0
10.08;5805AD88;1202;F;53;1;0;0;1;1
10.08;585D5424;1112;;;1;1;0;1;0
10.08;583690F5;1223;F;36;1;0;0;2;0
10.08;58449F3C;1082;F;61;1;0;0;1;1
10.08;583EED0E;1138;;;0;1;0;5;1
10.08;584C6F2B;1225;F;40;1;0;0;1;1
10.08;580F0619;1212;M;72;1;0;0;1;0
10.08;582AA59C;1116;M;51;1;0;0;1;1
10.08;5800E055;1139;;;0;1;0;2;1
10.08;5835B17E;1141;F;73;1;0;0;1;1
10.08;58453D00;1164;M;42;1;0;0;1;0
10.08;5814FC50;1182;M;60;1;0;0;1;0
10.08;580BBACE;1131;F;70;1;0;0;2;0
10.08;58384F93;1094;F;34;1;0;0;1;1
10.08;583FA863;1021;;;0;1;0;1;1
10.08;580BD0E4;1083;F;69;1;0;0;2;1
10.08;580DA2AB;1013;F;41;1;0;0;2;1
10.08;58041287;1066;;;0;1;0;1;1
10.08;582C1A6C;1181;F;53;1;0;0;2;1
10.08;5833F612;1119;;;0;1;0;1;0
10.08;5805AC15;1203;M;42;1;0;0;1;0
10.08;580056FD;1131;M;41;1;0;0;2;1
10.08;583DECEB;1133;;;1;0;0;1;1
10.08;58197FEE;1012;;;0;1;0;1;1
10.08;58416599;1215;M;49;1;0;0;1;1
10.08;582562DE;1048;M;53;1;0;0;2;1
10.08;583E81A1;1155;;;0;1;0;4;1
10.08;5846BACD;1146;F;60;1;0;0;1;0
10.08;5820E61F;1103;;;0;1;0;1;1
10.08;583B6F9F;1108;M;38;1;0;0;1;1
10.08;580D7445;1021;M;31;1;0;0;1;1
10.08;5818BA5A;1211;M;42;1;0;0;1;0
10.08;584096CF;1145;M;78;1;0;0;1;0
10.08;5829A1EC;1041;F;59;1;0;0;3;1
10.08;583AE291;1374;;;1;1;0;1;1
10.08;5800CB99;1222;;;1;1;0;1;0
10.08;5803179F;1095;;;0;1;0;1;1
10.08;58367AF6;1111;M;25;1;0;0;3;1
10.08;585937CB;1215;M;49;1;0;0;1;1
10.08;584337FB;1453;;;0;1;0;1;1
10.08;580A9047;1237;F;63;1;0;0;1;1
10.08;583F5CB8;1195;F;61;1;0;0;1;1
10.08;5825C484;1211;M;42;1;0;0;1;1
10.08;5824A955;1211;M;42;1;0;0;1;1
10.08;5824E0FD;1087;M;59;1;0;0;1;1
10.08;584723CE;1037;;;0;1;0;2;1
10.08;580F209F;1211;M;42;1;0;0;1;1
10.08;5846BAEE;1215;M;49;1;0;0;1;1
10.08;584EDFA0;1121;F;69;1;0;0;1;1
10.08;58380E8B;1214;M;30;1;0;0;1;0
10.08;5817C8FE;1211;M;42;1;0;0;1;0
10.08;582B2F7A;1098;M;36;1;0;0;1;0
10.08;5839DAEF;1135;F;47;1;0;0;2;0
10.08;584A8427;1196;M;40;1;0;0;1;1
10.08;580A9FF8;1093;;;0;1;0;2;1
10.08;58226183;1087;;;0;1;0;1;1
10.08;5829378A;1186;F;32;1;0;0;5;1
10.08;58105267;1138;F;80;1;0;0;1;0
10.08;5800DB86;1192;F;44;1;0;0;1;1
10.08;58017FC4;1025;M;80;1;0;0;2;1
10.08;583E3574;1051;;;0;1;0;1;1
10.08;582B8A61;1211;M;42;1;0;0;1;0
10.08;581A7619;1117;M;46;1;0;0;1;1
10.08;580F0F82;1013;M;46;1;0;0;1;1
10.08;584690D3;1042;;;0;1;0;1;1
10.08;5817A621;1215;;;0;1;0;2;1
10.08;582CF813;1104;;;1;1;0;1;1
10.08;585F70DD;1122;;;0;1;0;3;1
10.08;58495EB4;1181;F;41;1;0;0;1;1
10.08;5812EC97;1144;;;0;1;0;1;1
10.08;5838A825;1066;;;0;1;0;1;1
10.08;580F932D;1181;M;36;1;0;0;1;1
10.08;584AF3A8;1182;F;52;1;0;0;1;1
10.08;584CA58A;1042;F;38;1;0;0;1;0
10.08;5802DA8D;1453;;;0;1;0;1;1
10.08;581C7A1A;1213;M;44;1;0;0;1;0
10.08;585A489A;1088;M;;1;0;0;1;1
10.08;582E004E;1211;M;42;1;0;0;1;0
10.08;5820A617;1211;M;42;1;0;0;1;0
10.08;58012259;1034;;;0;1;0;5;1
10.08;5820F116;1028;;;0;1;0;3;0
10.08;584CA525;1453;;;0;1;0;2;1
10.08;583E4129;1113;M;51;1;0;0;2;1
10.08;585EBFB9;1013;M;46;1;0;0;1;0
10.08;585FDCCD;1163;F;32;1;0;0;1;1
10.08;5846045C;1215;M;49;1;0;0;1;1
10.08;581F2965;1042;;;1;1;0;1;1
10.08;581A21BC;1300;;;0;1;0;1;1
10.08;581CD0C6;1215;M;49;1;0;0;1;1
10.08;58288282;1047;;;0;1;0;2;1
10.08;582A9F45;1194;F;52;1;0;0;2;0
10.08;5843B7CE;1453;;;0;1;0;1;1
10.08;580D024F;1085;;;0;1;0;3;1
10.08;58494DF4;1181;F;56;1;0;0;1;0
10.08;58143361;1142;M;;1;0;0;1;0
10.08;5821DD82;1011;F;41;1;0;0;1;1
10.08;5830914A;1196;;;1;1;0;2;1
10.08;584137A2;1204;F;77;1;0;0;1;0
10.08;5824FB8F;1106;M;65;1;0;0;1;0
10.08;5812672D;1725;M;32;1;0;0;1;1
10.08;585E997E;1054;;;0;1;0;5;1
10.08;581A9866;1122;F;;1;0;0;1;0
10.08;58346541;1051;;;0;1;0;1;1
10.08;58099EE2;1124;M;44;1;0;0;4;1
10.08;58038D35;1113;M;;1;0;0;1;0
10.08;583BF5D1;1085;;;1;1;0;1;1
10.08;5836A171;1108;M;38;1;0;0;1;0
10.08;583664DB;1045;M;71;1;0;0;1;1
10.08;585F42E2;1143;F;39;1;0;0;1;0
10.08;585C1B7A;1094;M;46;1;0;0;5;1
10.08;583250BB;1143;F;32;1;0;0;2;1
10.08;580C195A;1103;F;44;1;0;0;1;0
10.08;582E8F1D;1042;;;1;1;0;1;1
10.08;582E88AB;1042;;;1;1;0;1;1
10.08;5821FD4A;1087;;;0;1;0;1;1
10.08;5810DBE9;1054;;;0;1;0;5;1
10.08;585E9E01;1172;;;1;0;0;1;0
10.08;58006FAA;1142;F;28;1;0;0;2;1
10.08;5859FB0B;1013;M;46;1;1;0;1;1
10.08;581FFA13;1025;;;1;1;0;2;1
10.08;58191CD9;1239;M;56;1;0;0;1;1
10.08;583AAF93;1152;;;1;1;0;2;1
10.08;585F4EC3;1148;;;1;1;0;1;1
10.08;581FDB66;1013;F;46;1;0;0;1;1
10.08;582F0567;1087;;;0;1;0;1;1
10.08;58203E7F;1141;F;75;1;0;0;1;0
10.08;581C6B75;1154;;;0;1;0;2;1
10.08;58196F99;1215;M;49;1;0;0;1;1
10.08;585AC5FE;1117;;;0;1;0;5;1
10.08;583BCE4E;1042;;;1;1;0;1;1
10.08;5829073F;1203;M;38;1;0;0;1;0
10.08;5824B9E6;1082;F;40;1;0;0;1;0
10.08;584F7708;1052;;;1;1;0;1;1
10.08;584C8C84;1453;;;0;1;0;1;0
10.08;58119BA9;1211;M;42;1;0;0;1;1
10.08;583D030F;1034;;;0;1;0;1;1
10.08;5805257C;1062;;;1;0;0;1;1
10.08;583DF2DF;1108;M;38;1;0;0;1;0
10.08;582BC580;1048;M;63;1;0;0;2;1
10.08;5831C379;1048;M;62;1;0;0;1;0
10.08;58403172;1122;M;62;1;0;0;1;1
10.08;5846092D;1237;F;39;1;0;0;1;1
10.08;5805F6B8;1453;;;0;1;0;3;1
10.08;58185CE4;1174;M;82;1;0;0;2;1
10.08;5814F8B3;1165;F;36;1;0;0;1;1
10.08;58384F7B;1188;M;54;1;0;0;2;0
10.08;580E133D;1173;F;50;1;0;0;1;0
10.08;5840A8FB;1188;M;27;1;0;0;1;1
10.08;5800D128;1211;M;42;1;0;0;1;0
10.08;582C0FA7;1042;;;1;1;0;1;1
10.08;5803BCC1;1101;M;40;1;0;0;1;0
10.08;582668B2;1142;F;67;1;0;0;1;1
10.08;582D51B8;1211;M;65;1;0;0;1;0
10.08;580E7145;1091;;;0;1;0;4;1
10.08;58418587;1064;F;47;1;0;0;1;0
10.08;584D0883;1214;M;44;1;0;0;1;1
10.08;581346B1;1117;;;1;0;0;1;1
10.08;58372BE4;1203;M;67;1;0;0;1;0
10.08;580B92FA;1191;M;43;1;0;0;2;1
10.08;582809E9;1215;M;49;1;0;0;1;0
10.08;58019B7F;1104;M;23;1;0;0;1;0
10.08;5815E836;1042;;;1;1;0;1;1
10.08;580D9E9E;1025;;;0;1;0;1;1
10.08;5822CEBF;1225;F;35;1;0;0;2;1
10.08;585DB9E8;1172;M;22;1;0;0;3;1
10.08;583E09A1;1211;M;42;1;0;0;1;0
10.08;5814E935;1211;M;42;1;0;0;1;0
10.08;5801A86F;1034;;;1;1;0;2;1
10.08;580F829C;1054;;;0;1;0;5;1
10.08;583B07ED;1211;M;42;1;0;0;3;0
10.08;5809D1BE;1224;;;0;1;0;1;1
10.08;582ABC04;1386;;;1;1;0;1;0
10.08;5830D15F;1215;M;49;1;0;0;1;0
10.08;5841B975;1032;F;67;1;0;0;1;0
10.08;584FE060;1055;;;1;1;0;1;0
10.08;583A4A1F;1125;F;;1;0;0;1;0
10.08;585C9380;1097;;;0;1;0;2;0
10.08;58187455;1028;;;0;1;0;2;0
10.08;5812C8FD;1013;M;46;1;0;0;1;0
10.08;58041743;1037;F;48;1;0;0;1;0
10.08;58052A76;1119;;;0;1;0;3;1
10.08;5847D098;1139;M;44;1;0;0;1;0
10.08;5858AB89;1211;M;42;1;0;0;1;1
10.08;5840C058;1028;F;;1;0;0;1;0
10.08;581BACDE;1112;;;0;1;0;1;1
10.08;58324FE6;1116;;;0;1;0;1;0
10.08;581F803C;1211;M;42;1;0;0;1;1
10.08;584CB94A;1225;;;1;1;0;1;1
10.08;5831E088;1028;M;50;1;0;0;1;1
10.08;5842A146;1084;;;0;1;0;1;1
10.08;5831330B;1181;M;30;1;0;0;1;0
10.08;582B9433;1103;;;1;1;0;2;1
10.08;582F8617;1112;M;45;1;0;0;5;1
10.08;5825E356;1101;;;0;1;0;1;1
10.08;582E57C3;1132;;;1;1;0;4;1
10.08;5843EDAD;1024;M;;1;0;0;1;0
10.08;584A24FB;1162;F;32;1;0;0;2;1
10.08;5820B248;1043;M;44;1;0;0;1;0
10.08;582CA57D;1215;M;49;1;0;0;1;1
10.08;584EE7EA;1042;;;1;1;0;1;0
10.08;5836A17C;1042;M;73;1;0;0;3;1
10.08;582204FD;1188;;;0;1;0;2;1
10.08;581FD5D5;1186;M;66;1;0;0;2;1
10.08;5818995C;1215;M;49;1;0;0;1;1
10.08;582C566B;1051;;;0;1;0;1;1
10.08;5814BFAF;1066;;;0;1;0;1;0
10.08;58272720;1253;;;0;1;0;1;1
10.08;584533BC;1148;F;42;1;0;0;1;1
10.08;585A4346;1101;F;85;1;0;0;1;0
10.08;581500CC;1064;M;58;1;0;0;1;1
10.08;585ECCDA;1182;F;22;1;0;0;1;1
10.08;58174899;1215;M;49;1;0;0;1;1
10.08;583DD565;1125;;;1;1;0;1;1
10.08;58331AB6;1117;F;;1;0;0;1;0
10.08;58162E48;1013;F;46;1;0;0;1;1
10.08;58292F04;1107;;;1;1;0;1;1
10.08;582C2745;1300;;;0;1;0;1;1
10.08;580B74E3;1221;;;0;1;0;1;1
10.08;585E823B;1224;F;;1;0;0;1;0
10.08;5807B7E1;1116;F;;1;0;0;1;0
10.08;5822F2A4;1036;M;57;1;0;0;2;1
10.08;58251A33;1211;M;42;1;0;0;1;0
10.08;5801E790;1082;M;24;1;0;0;2;1
10.08;580A6CCF;1042;;;1;1;0;1;1
10.08;582CEEF5;1453;;;0;1;0;1;1
10.08;58139B19;1215;M;49;1;0;0;1;1
10.08;5859E262;1119;F;64;1;0;0;3;1
10.08;58448C26;1142;;;1;1;0;1;0
10.08;58139983;1108;M;38;1;0;0;1;0
10.08;5846EC1C;1116;;;0;1;0;2;1
10.08;5817C4B0;1211;M;42;1;0;0;1;0
10.08;58233862;1590;;;0;1;0;2;1
10.08;5811BBD8;1108;;;0;1;0;2;1
10.08;58383FAB;1012;;;1;1;0;3;1
10.08;582AEACC;1108;M;38;1;0;0;1;1
10.08;584952E4;1162;F;84;1;0;0;2;1
10.08;583AC8EC;1025;F;29;1;0;0;1;1
10.08;5832F3CF;1211;M;42;1;0;0;1;1
10.08;582494AF;1051;;;0;1;0;1;1
10.08;584E36E3;1239;M;30;1;0;0;1;1
10.08;58043635;1215;F;47;1;0;0;2;1
10.08;581F0D6A;1204;F;70;1;0;0;1;0
10.08;58419779;1211;M;42;1;0;0;5;0
10.08;5803A07B;1015;;;0;1;0;1;1
10.08;581B9C7B;1453;;;0;1;0;1;0
10.08;5820197D;1173;M;45;1;0;0;1;0
10.08;580A3B0A;1101;M;48;1;0;0;1;0
10.08;580234EC;1215;M;49;1;0;0;1;1
10.08;58483E6C;1196;M;22;1;0;0;2;1
10.08;581616D3;1133;;;0;1;0;2;1
10.08;580A4EB3;1042;;;1;1;0;1;0
10.08;580F4F12;1121;M;59;1;0;0;2;1
10.08;582F5C30;1156;F;82;1;0;0;1;0
10.08;5832E066;1122;F;31;1;0;0;1;1
10.08;5810BCB6;1075;M;25;1;0;0;1;0
10.08;582F6073;1103;;;0;1;0;1;1
10.08;584F0487;1211;M;42;1;0;0;1;0
10.08;583AEAF5;1751;;;0;1;0;1;1
10.08;58043AE2;1133;M;19;1;0;0;3;1
10.08;5804BFC8;1215;M;49;1;0;0;1;1
10.08;584FA26B;1087;;;0;1;0;1;1
10.08;58073D86;1013;F;46;1;0;0;1;1
10.08;5849D5D3;1615;;;0;1;0;2;1
10.08;582C6C53;1149;;;0;1;0;1;1
10.08;5821D3BB;1039;F;32;1;0;0;2;1
10.08;5830FC37;1083;;;1;0;0;1;0
10.08;581C4295;1095;;;0;1;0;1;1
10.08;580CE5B4;1037;F;35;1;0;1;3;1
10.08;584C28A9;1300;;;0;1;0;1;1
10.08;5807E8EF;1087;;;0;1;0;4;1
10.08;58426F8D;1118;;;1;0;0;1;0
10.08;583DCD5D;1201;M;38;1;0;0;5;1
10.08;583A5CE0;1225;M;42;1;0;0;1;1
10.08;582295BC;1253;;;0;1;0;1;1
10.08;584A8F70;1211;M;42;1;0;0;1;0
10.08;5807CC04;1300;;;0;1;0;1;1
10.08;5802CA2D;1081;F;61;1;0;0;2;1
10.08;581C7005;1096;;;1;1;0;3;1
10.08;580AF49B;1042;;;1;1;0;1;1
10.08;5832644F;1013;M;46;1;0;1;1;1
10.08;580A1345;1145;F;39;1;0;0;1;0
10.08;5800EDCA;1111;M;67;1;0;0;1;0
10.08;58234EAA;1014;;;0;1;0;2;1
10.08;584B148E;1118;;;1;1;0;1;1
10.08;5816CAE7;1119;M;31;1;0;0;1;0
10.08;585E3C2D;1162;M;30;1;0;0;1;1
10.08;5805FCDB;1453;;;0;1;0;1;1
10.08;5814CD4B;1096;;;0;1;0;4;1
10.08;58598725;1126;M;34;1;0;0;1;0
10.08;58041848;1066;;;0;1;0;1;1
10.08;582AF43E;1054;;;0;1;0;1;1
10.08;58038D88;1111;;;0;1;0;1;1
10.08;581B1327;1203;M;35;1;0;0;1;1
10.08;58405424;1073;F;;1;0;0;1;0
10.08;58214CD3;1215;M;49;1;0;0;1;1
10.08;5849172D;1044;;;0;1;0;1;1
10.08;58359629;1158;M;;1;0;0;1;1
10.08;581A9E7D;1182;F;64;1;0;0;2;1
10.08;58493B2D;1211;M;42;1;0;0;1;0
10.08;582FFC8D;1300;;;0;1;0;1;1
10.08;583CE4E1;1134;F;59;1;0;0;1;1
10.08;585935FF;1165;;;0;1;0;2;1
