megye;varos;uzlet_tipus;uzlet_nev;uzlet_cim;ertekesites;ugyfelszolgalat;atvetel;latitude;longitude;nyitvatartas
Fejér;Dunaújváros;Pick Pack Pont;OMV-Dunaújváros M6 Bal;2400 Dunaújváros, M6 autópálya (70+100 (m) km. Pihenő bal oldala);0;0;1;46.964359748659795;18.893009861793534;Hétfő - Vasárnap: 0:00-24:00
Fejér;Dunaújváros;Pick Pack Pont;OMV-Dunaújváros M6 Jobb;2400 Dunaújváros, M6 autópálya (70+100 (m) km. Pihenő jobb oldala);0;0;1;46.964235275737906;18.890692433204666;Hétfő - Vasárnap: 0:00-24:00
Fejér;Dunaújváros;Pick Pack Pont;Players Outlet - Park Center;2400 Dunaújváros, Kandó Kálmán tér 11 (New Yorker mellett.);0;0;1;46.961593386108646;18.90704417721554;Hétfő - Csütörtök: 10:00-19:30,Péntek: 10:00-20:00,Szombat: 9:00-20:00,Vasárnap: Zárva
Fejér;Kajászó;Pick Pack Pont;OMV-Kajászó M7 Dél;2472 Kajászó, M7 autópálya (33. km);0;0;1;47.308101527212614;18.745223775115964;Hétfő - Vasárnap: 0:00-24:00
Fejér;Kajászó;Pick Pack Pont;OMV-Kajászó M7 Észak;2472 Kajászó, M7 autópálya (33. km);0;0;1;47.306230064914324;18.74461491366958;Hétfő - Vasárnap: 0:00-24:00
Fejér;Mór;Telekom partner;ELASTIC'91 Kft.;8060 Mór, Deák Ferenc utca 26.;1;1;1;47.370846500000006;18.206321399999997;Hétfő - Péntek: 9:00-17:00,Szombat: 9:00-12:00,Vasárnap: Zárva
Fejér;Mór;Pick Pack Pont;MOL - Mór Nemes utca;8060 Mór, Nemes utca ((81-es út));0;0;1;47.3767946;18.1945664;Hétfő - Vasárnap: 0:00-24:00
Fejér;Óbarok;Pick Pack Pont;OMV-Óbarok M1 Bal;2063 Óbarok, M1 autópálya (43. km);0;0;1;47.4864993;18.5729514;Hétfő - Vasárnap: 0:00-24:00
Fejér;Óbarok;Pick Pack Pont;OMV-Óbarok M1 Jobb;2063 Óbarok, M1 autópálya (43. km);0;0;1;47.50331697868986;18.54913338394772;Hétfő - Vasárnap: 0:00-24:00
Fejér;Sárbogárd;Pick Pack Pont;OMV-Sárbogárd Ady Endre út;7000 Sárbogárd, Ady Endre út 3;0;0;1;46.897093299999995;18.6147707;Hétfő - Vasárnap: 0:00-24:00
Fejér;Székesfehérvár;Telekom partner;LSS’ COM Kft. (Auchan);Auchan bevásárlóközpont 8000 Székesfehérvár, Holland (Sóstói ipari park) fasor 2;1;1;1;47.18602620000001;18.4221358;Hétfő - Szombat: 9:00-20:00,Vasárnap: 10:00-18:00
Fejér;Székesfehérvár;Telekom üzlet;Székesfehérvár Alba Pláza;Alba Pláza bevásárlóközpont 8000 Székesfehérvár, Palotai út 1.;1;1;1;47.193221799999996;18.403530399999998;Hétfő - Szombat: 9:00-20:00,Vasárnap: 10:00-18:00
Fejér;Székesfehérvár;Pick Pack Pont;Inmedio-Székesfehérvár Alba Pláza;8000 Székesfehérvár, Palotai út 1 (A plaza közepén (Segafredo kávézóval szemben));0;0;1;47.19056797505163;18.406405728063987;Hétfő - Szombat: 9:00-20:00,Vasárnap: 10:00-18:00
Fejér;Székesfehérvár;Pick Pack Pont;Inmedio-Székesfehérvár Auchan;Auchan bevásárlóközpont 8000 Székesfehérvár, Holland fasor 2 (Első bejárat (balról a második bolt));0;0;1;47.1491238;18.4319335;Hétfő - Szombat: 7:00-20:30,Vasárnap: Zárva
Fejér;Székesfehérvár;Pick Pack Pont;Inmedio-Székesfehérvár Fő út;8000 Székesfehérvár, Fő út 9 (Sétáló utca (Ady Endre u. vége));0;0;1;47.19344233053526;18.40931888431089;Hétfő - Péntek: 6:00-18:00,Szombat: 7:00-13:00,Vasárnap: Zárva
Fejér;Székesfehérvár;Pick Pack Pont;Inmedio-Székesfehérvár TESCO;TESCO bevásárlóközpont 8000 Székesfehérvár, Aszalvölgyi út 1 (Tesco oldalsó bejárattal szemben);0;0;1;47.207422484065894;18.427336767736847;Hétfő - Csütörtök: 9:00-19:00,Péntek - Szombat: 9:00-20:00,Vasárnap: Zárva
Fejér;Székesfehérvár;Pick Pack Pont;Inmedio-Székesfehérvár Videoton;8000 Székesfehérvár, Berényi utca 72-100 (Volt Videoton gyár fő kapuja melletti üzletsor (felirat Buvihír SHOP));0;0;1;47.206779700000006;18.439497699999997;Hétfő - Péntek: 5:15-15:30,Szombat: 6:00-13:00,Vasárnap: Zárva
Fejér;Székesfehérvár;Pick Pack Pont;MOL-Székesfehérvár Balatoni út;8000 Székesfehérvár, Balatoni út;0;0;1;47.160266926139144;18.401004550509697;Hétfő - Vasárnap: 0:00-24:00
Fejér;Székesfehérvár;Pick Pack Pont;OMV-Székesfehérvár Balatoni út;8000 Székesfehérvár, Balatoni út;0;0;1;47.18437292989666;18.410004274977158;Hétfő - Vasárnap: 0:00-24:00
Fejér;Székesfehérvár;Pick Pack Pont;OMV-Székesfehérvár Budai út 169.;8000 Székesfehérvár, Budai út 169;0;0;1;47.19525217270258;18.464610202932704;Hétfő - Vasárnap: 0:00-24:00
Fejér;Székesfehérvár;Pick Pack Pont;OMV - Székesfehérvár Donáth u.;8000 Székesfehérvár, Donáth utca 1.;0;0;1;47.19578212582054;18.458764220901454;Hétfő - Vasárnap: 6:00-22:00
Fejér;Székesfehérvár;Pick Pack Pont;OMV-Székesfehérvár Kadocsa út;8000 Székesfehérvár, Kadocsa út 86;0;0;1;47.19680374033904;18.444032611114494;Hétfő - Vasárnap: 6:00-22:00
Fejér;Székesfehérvár;Pick Pack Pont;Players Outlet - Park Center;8000 Székesfehérvár, Szent Flórián körút 13 (Tacco és az Eurofamily között.);0;0;1;47.213849669849644;18.416922162596165;Hétfő - Szerda: 9:00-20:30,Csütörtök - Szombat: 9:00-21:00,Vasárnap: Zárva
Fejér;Székesfehérvár;Pick Pack Pont;Playersroom - Alba Plaza;Alba Plaza bevásárlóközpont 8000 Székesfehérvár, Palotai út 1-3 (Hervis-el szemben.);0;0;1;47.190101354749814;18.40655593176882;Hétfő - Péntek: 9:00-20:00,Szombat: 10:00-19:00,Vasárnap: Zárva
Fejér;Székesfehérvár;Pick Pack Pont;Sportfactory-Székesf. Auchan;Auchan bevásárlóközpont 8000 Székesfehérvár, Holland fasor 2. (Vevőszolgálattal szemben.);0;0;1;47.1491238;18.4319335;Hétfő - Szombat: 9:00-20:30,Vasárnap: Zárva
Fejér;Velence;Pick Pack Pont;MOL - Velence M7 I.;2481 Velence, M7 autópálya I.;0;0;1;47.24238270000001;18.6344935;Hétfő - Vasárnap: 0:00-24:00
Fejér;Velence;Pick Pack Pont;MOL - Velence M7 II.;2481 Velence, M7 autópálya II.;0;0;1;47.24238270000001;18.6344935;Hétfő - Vasárnap: 0:00-24:00
Győr-Moson-Sopron;Csorna;Pick Pack Pont;MOL - Csorna Soproni út;9300 Csorna, Soproni út;0;0;1;47.6141066;17.264719699999997;Hétfő - Vasárnap: 0:00-24:00
Győr-Moson-Sopron;Győr;Telekom partner;LSS' COM Kft.;Győr Plaza bevásárlóközpont 9024 Győr, Vasvári Pál út 1/a;1;1;1;47.66899229999999;17.6449675;Hétfő - Szerda: 9:00-20:00,Csütörtök: 9:00-21:00,Péntek - Szombat: 9:00-20:00,Vasárnap: 10:00-18:00
Győr-Moson-Sopron;Győr;Telekom üzlet;Győr Árkád;Árkád bevásárlóközpont 9027 Győr, Budai út 1.;1;1;1;47.688882;17.644614999999998;Hétfő - Szombat: 9:00-20:00,Vasárnap: 10:00-18:00
Győr-Moson-Sopron;Győr;Pick Pack Pont;Inmedio-Győr Árkád;Árkád bevásárlóközpont 9001 Győr, Budai út 1 (Győr Árkád, Nagy parkoló felöl a földszinti bejáratnál);0;0;1;47.688882;17.644614999999998;Hétfő - Szombat: 9:00-20:00,Vasárnap: 10:00-18:00
Győr-Moson-Sopron;Győr;Pick Pack Pont;Inmedio - Győr Plaza;Győr Plaza bevásárlóközpont 9001 Győr, Vasvári Pál utca 1/a;0;0;1;47.669731238939114;17.650744530719066;Hétfő - Vasárnap: 10:00-22:00
Győr-Moson-Sopron;Győr;Pick Pack Pont;Inmedio-Győr TESCO;TESCO bevásárlóközpont 9001 Győr, Királyszék utca 33 (Győr Tescoban az üzletsoron a 16-os kasszával szembe );0;0;1;47.642151399999996;17.6189133;Hétfő - Szombat: 9:00-20:00,Vasárnap: 9:00-19:00
Győr-Moson-Sopron;Győr;Pick Pack Pont;Inmedio - Győr Vásárcsarnok;Győr vásárcsarnok bevásárlóközpont 9001 Győr, Herman Ottó utca 25. (A Vásárcsarnok épületén belül, külön bejárattal rendelkező Inmedio bolt);0;0;1;47.677477;17.644718899999997;Hétfő: Zárva,Kedd: 6:00-15:00,Szerda: 6:00-16:00,Csütörtök: 6:00-15:00,Péntek: 6:00-16:00,Szombat: 6:00-13:30,Vasárnap: 6:00-10:30
Győr-Moson-Sopron;Győr;Pick Pack Pont;MOL - Győr Budai út;9001 Győr, Budai út ((Mártírok u.));0;0;1;47.691025;17.6499559;Hétfő - Vasárnap: 0:00-24:00
Győr-Moson-Sopron;Győr;Pick Pack Pont;MOL - Győr Galántai út;9001 Győr, Galántai út;0;0;1;47.673737;17.7060612;Hétfő - Vasárnap: 4:00-22:00
Győr-Moson-Sopron;Győr;Pick Pack Pont;MOL - Győr Tatai út;9001 Győr, Tatai út;0;0;1;47.673737;17.7060612;Hétfő - Vasárnap: 0:00-24:00
Győr-Moson-Sopron;Győr;Pick Pack Pont;OMV-Győr Ipar u.;OMV töltőállomás 9001 Győr, Ipar út 99;0;0;1;47.6806574517629;17.661491682278438;Hétfő - Vasárnap: 5:00-22:00
Győr-Moson-Sopron;Győr;Pick Pack Pont;OMV-Győr M1 Arrabona Bal;9001 Győr, M1 autópálya (119 km);0;0;1;47.63417176671644;17.65919928709718;Hétfő - Vasárnap: 0:00-24:00
Győr-Moson-Sopron;Győr;Pick Pack Pont;OMV-Győr Pápai út;9001 Győr, Pápai út 771;0;0;1;47.663359299999996;17.6275952;Hétfő - Vasárnap: 0:00-24:00
Győr-Moson-Sopron;Győr;Pick Pack Pont;OMV-Győr Szent István u.;9021 Győr, Szent István út 7096. hrsz (H-West Kereskedelmi és szolgáltató Kft.);0;0;1;47.68101348755985;17.625457615808045;Hétfő - Vasárnap: 0:00-24:00
Győr-Moson-Sopron;Győr;Pick Pack Pont;Playersroom - Győr Árkád;Árkád bevásárlóközpont 9027 Győr, Budai út 1 (I. emelet Media Markt mellett);0;0;1;47.69058640677461;17.64410001586907;Hétfő - Szombat: 9:00-20:00,Vasárnap: Zárva
Győr-Moson-Sopron;Győr;Pick Pack Pont;Playmax - Győr Árkád;Árkád bevásárlóközpont 9027 Győr, Budai út 1 (Földszinten a Zara-val szemben.);0;0;1;47.690124200272386;17.644314592590266;Hétfő - Szombat: 9:00-20:00,Vasárnap: Zárva
Győr-Moson-Sopron;Győr;Pick Pack Pont;Relay-Győr MÁV Váróterem;9021 Győr, Révai M. utca 4-6 (MÁV pályaudvaron);0;0;1;47.681975;17.633636;Hétfő - Szombat: 5:00-19:00,Vasárnap: 5:00-18:00
Győr-Moson-Sopron;Győr;Pick Pack Pont;Relay - Győr Volán buszáll.;Volán autóbuszállomás buszpályaudvar 9027 Győr, Hunyadi utca 9.;0;0;1;47.68060699999999;17.635044;Hétfő - Péntek: 5:00-18:00,Szombat: 5:00-12:00,Vasárnap: 5:00-9:00
Győr-Moson-Sopron;Győr;Pick Pack Pont;Sportfactory - Győr Plaza;Győr Plaza áruház 9027 Győr, Vasvári Pál utca 1/a (CBA felé, T-Mobillal szemben.);0;0;1;47.66919659862571;17.650293919604565;Hétfő - Péntek: 10:00-21:00,Szombat: 9:00-20:00,Vasárnap: Zárva
Győr-Moson-Sopron;Győr;Pick Pack Pont;Sportfactory - Győr Tesco;Tesco bevásárlóközpont 9012 Győr, Királyszék utca 33 (Az önkiszolgáló kasszákkal szemben.);0;0;1;47.648483312911864;17.626874096356236;Hétfő - Szombat: 9:00-20:00,Vasárnap: Zárva
Győr-Moson-Sopron;Jánossomorja;Pick Pack Pont;AVANTI-Jánossomorja;9241 Jánossomorja, 86. sz. főút (0168/ 36 hrsz.);0;0;1;47.78249922259019;17.14928339326775;Hétfő - Vasárnap: 5:00-22:00
Győr-Moson-Sopron;Kapuvár;Telekom partner;LSS' COM Kft.;9330 Kapuvár, Szent István utca 2.;1;1;1;47.5933251;17.0236789;Hétfő - Péntek: 9:00-17:00,Szombat: 9:00-12:00,Vasárnap: Zárva
Győr-Moson-Sopron;Kapuvár;Pick Pack Pont;OMV-Kapuvár Petőfi-major;9330 Kapuvár, Petőfi major 1;0;0;1;47.58979292394793;17.00944563106077;Hétfő - Vasárnap: 0:00-24:00
Győr-Moson-Sopron;Mosonmagyaróvár;Telekom partner;LSS’ COM Kft.;9200 Mosonmagyaróvár, Régi Vámház tér 5. ((AD FLEXUM bevásárlóközpont));1;1;1;47.874258000000005;17.2700539;Hétfő - Péntek: 9:00-19:00,Szombat: 9:00-17:00,Vasárnap: Zárva
Győr-Moson-Sopron;Mosonmagyaróvár;Pick Pack Pont;Inmedio-Mosonmagyaróvár Kormos;9200 Mosonmagyaróvár, Kormos ltp 2-4 (Rendőrségtől 120m-re, 4 emeletes zöld tömb aljába );0;0;1;47.864905;17.273779;Hétfő - Péntek: 5:00-12:00, 13:00-18:00,Szombat: 5:00-13:00,Vasárnap: 7:00-11:00
Győr-Moson-Sopron;Mosonmagyaróvár;Pick Pack Pont;MOL-Mosonmagyaróvár M1-M15 I.;9200 Mosonmagyaróvár, M 1 - M 15 autópálya (I.);0;0;1;47.87024659999999;17.270466600000002;Hétfő - Vasárnap: 0:00-24:00
Győr-Moson-Sopron;Mosonmagyaróvár;Pick Pack Pont;MOL-Mosonmagyaróvár M1-M15 II.;9200 Mosonmagyaróvár, M 1 - M 15 autópálya (II.);0;0;1;47.87024659999999;17.270466600000002;Hétfő - Vasárnap: 0:00-24:00
Győr-Moson-Sopron;Mosonmagyaróvár;Pick Pack Pont;OMV-Mosonmagyaróvár Levéli u.;9200 Mosonmagyaróvár, Levéli út;0;0;1;47.88300246609544;17.243993993609593;Hétfő - Vasárnap: 0:00-24:00
Győr-Moson-Sopron;Mosonmagyaróvár;Pick Pack Pont;Playersroom - Park Center;9200 Mosonmagyaróvár, Szekeres Richárd utca 19 (Deichmannal mellett, Tescoval szemben.);0;0;1;47.8790598;17.2609033;Hétfő - Szombat: 9:00-20:00,Vasárnap: Zárva
Győr-Moson-Sopron;Nagycenk;Pick Pack Pont;MOL - Nagycenk 84.sz.fkl. út;9485 Nagycenk, 84.sz. főút;0;0;1;47.60472439999999;16.697203299999998;Hétfő - Vasárnap: 0:00-24:00
Győr-Moson-Sopron;Rajka;Pick Pack Pont;MOL - Rajka Bem József u.;9224 Rajka, Bem József u. utca;0;0;1;47.9977901;17.198399600000002;Hétfő - Vasárnap: 0:00-24:00
Győr-Moson-Sopron;Sopron;Telekom partner;ÁTRIUM NET Kft.;9400 Sopron, Várkerület 81.;1;1;1;47.68304699999999;16.59176;Hétfő - Péntek: 8:30-17:30,Szombat: 8:30-12:30,Vasárnap: Zárva
Győr-Moson-Sopron;Sopron;Telekom üzlet;Sopron Major köz;9400 Sopron, Major köz 1.;1;1;1;47.687625;16.5898893;Hétfő - Péntek: 8:30-17:00,Szombat: 8:30-12:00,Vasárnap: Zárva
Győr-Moson-Sopron;Sopron;Pick Pack Pont;Inmedio-Sopron Magyar út;9400 Sopron, Magyar út 5 (Magyar u. eleje, jobb oldalt, kék színű házban.);0;0;1;47.681515999999995;16.593403;Hétfő - Péntek: 6:00-18:00,Szombat: 6:00-15:00,Vasárnap: Zárva
Győr-Moson-Sopron;Sopron;Pick Pack Pont;Inmedio-Sopron Széchényi tér;9400 Sopron, Széchényi tér (Belváros, Művelődés Házával szemben, Posta mellett kettővel.);0;0;1;47.682406884626495;16.590589050262448;Hétfő - Péntek: 6:00-19:00,Szombat: 6:00-16:00,Vasárnap: 7:30-12:00
Győr-Moson-Sopron;Sopron;Pick Pack Pont;Inmedio-Sopron TESCO;TESCO bevásárlóközpont 9400 Sopron, Ipar körút 30 (Bejárattól balra, az üzletsor elején);0;0;1;47.669956;16.611034;Hétfő - Szombat: 9:00-18:00,Vasárnap: Zárva
Győr-Moson-Sopron;Sopron;Pick Pack Pont;MOL-Sopron határátkelő I. (ki);9400 Sopron, Határátkelő (I. (kimenő));0;0;1;47.586174;16.845636;Hétfő - Vasárnap: 0:00-24:00
Győr-Moson-Sopron;Sopron;Pick Pack Pont;OMV-Sopron Csengery u.;OMV töltőállomás 9400 Sopron, Csengeri utca 93.;0;0;1;47.67647894032199;16.596572955294732;Hétfő - Vasárnap: 0:00-24:00
Győr-Moson-Sopron;Sopron;Pick Pack Pont;OMV-Sopron Lackner Kristóf u.;9400 Sopron, Lackner Kristóf utca 29;0;0;1;47.6906555;16.5825494;Hétfő - Vasárnap: 0:00-24:00
Hajdú-Bihar;Balmazújváros;Telekom partner;NYÍRMOBIL-EAST Kft.;4060 Balmazújváros, Veres Péter út 7.;1;1;1;47.6137379;21.341906299999998;Hétfő - Péntek: 8:30-17:00,Szombat: 8:30-12:00,Vasárnap: Zárva
Hajdú-Bihar;Berettyóújfalu;Telekom partner;Hajdúné Gajda Katalin;4100 Berettyóújfalu, Millenium utca 1;1;1;1;47.222453;21.536202;Hétfő - Péntek: 9:00-17:00,Szombat: 9:00-12:00,Vasárnap: Zárva
Hajdú-Bihar;Berettyóújfalu;Pick Pack Pont;Inmedio-Berettyóújfalu;4100 Berettyóújfalu, Dózsa György út 6 (Fő utca, Áruház mellett);0;0;1;47.2199532;21.5367049;Hétfő - Péntek: 7:00-12:00, 13:00-17:00,Szombat: 7:00-13:00,Vasárnap: Zárva
Hajdú-Bihar;Berettyóújfalu;Pick Pack Pont;MOL-Berettyóújfalu 42.sz. főút;4100 Berettyóújfalu, 42.sz. főút;0;0;1;47.2430099;21.5017238;Hétfő - Vasárnap: 0:00-24:00
Hajdú-Bihar;Biharkeresztes;Pick Pack Pont;MOL-Biharkeresztes;MOL töltőállomás 4110 Biharkeresztes, 42-es régi főút;0;0;1;47.13183888657339;21.703097099461388;Hétfő - Vasárnap: 5:00-21:00
Hajdú-Bihar;Debrecen;Telekom partner;EAST-OFFICE Kft. (Debrecen Plaza);Debrecen Plaza bevásárlóközpont 4026 Debrecen, Péterfia utca 18.;1;1;1;47.5348096;21.6256809;Hétfő - Szerda: 9:00-20:00,Csütörtök: 8:00-20:00,Péntek - Szombat: 9:00-20:00,Vasárnap: 10:00-18:00
Hajdú-Bihar;Debrecen;Telekom partner;EAST-OFFICE Kft. (Tesco);Tesco bevásárlóközpont 4031 Debrecen, Kishegyesi utca 1-11.;1;1;1;47.5298333;21.6103738;Hétfő - Szombat: 9:00-20:00,Vasárnap: 9:00-19:00
Hajdú-Bihar;Debrecen;Telekom üzlet;Debrecen Fórum;4029 Debrecen, Csapó utca 30. (Fórum Bevásárlóközpontban található);1;1;1;47.531551;21.6272829;Hétfő - Szombat: 9:00-20:00,Vasárnap: 10:00-18:00
Hajdú-Bihar;Debrecen;Telekom üzlet;Debrecen Gambrinus köz;4025 Debrecen, Piac utca 26.;1;1;1;47.5282039;21.625915300000003;Hétfő - Péntek: 8:30-17:00,Szombat - Vasárnap: Zárva
Hajdú-Bihar;Debrecen;Pick Pack Pont;Inmedio-Bíbic utca;4027 Debrecen, Bíbic utca 2.;0;0;1;47.5297128;21.6615702;Hétfő - Péntek: 6:00-17:00,Szombat: 7:00-13:00,Vasárnap: Zárva
Hajdú-Bihar;Debrecen;Pick Pack Pont;Inmedio-Debrecen Auchan;Auchan bevásárlóközpont 4031 Debrecen, Kishatár utca 6 (Főbejárat,bal oldalon második üzlet,postával majdnem szemben);0;0;1;47.536645;21.580579;Hétfő - Szombat: 8:00-20:00,Vasárnap: 9:00-19:00
Hajdú-Bihar;Debrecen;Pick Pack Pont;Inmedio-Debrecen Batthyány u.;4024 Debrecen, Batthyány utca 1.;0;0;1;47.529169200000005;21.627760000000002;Hétfő - Péntek: 6:00-19:00,Szombat: 7:00-14:00,Vasárnap: 8:00-10:00
Hajdú-Bihar;Debrecen;Pick Pack Pont;Inmedio-Debrecen Csapó u.;4029 Debrecen, Csapó utca 100;0;0;1;47.5366847;21.6372578;Hétfő - Péntek: 6:00-19:30,Szombat: 6:00-17:30,Vasárnap: 7:00-12:00
Hajdú-Bihar;Debrecen;Pick Pack Pont;Inmedio-Debrecen Fórum;4026 Debrecen, Csapó utca 30 (Fórum üzletház első emelet Sparral szemben kávézó mellett);0;0;1;47.531551;21.6272829;Hétfő - Szerda: 9:00-20:00,Csütörtök - Szombat: 9:00-21:00,Vasárnap: 10:00-20:00
Hajdú-Bihar;Debrecen;Pick Pack Pont;Inmedio-Debrecen Malompark;4027 Debrecen, Füredi út 27 (Mélygarázsból feljövet jobbra mozgólépcső mellett);0;0;1;47.5415245;21.619387600000003;Hétfő - Szombat: 7:00-20:00,Vasárnap: 9:00-18:00
Hajdú-Bihar;Debrecen;Pick Pack Pont;Inmedio-Debrecen TESCO;TESCO bevásárlóközpont 4031 Debrecen, Kishegyesi utca 1-11;0;0;1;47.5298333;21.6103738;Hétfő - Szombat: 7:00-20:00,Vasárnap: 7:00-19:00
Hajdú-Bihar;Debrecen;Pick Pack Pont;Inmedio-Debrecen Víztorony u.;4027 Debrecen, Víztorony utca 13.;0;0;1;47.532072;21.642823999999997;Hétfő - Péntek: 6:00-19:00,Szombat: 6:00-15:00,Vasárnap: 8:00-12:00
Hajdú-Bihar;Debrecen;Pick Pack Pont;MOL-Debrecen Mikepércsi út I.;4030 Debrecen, Mikepércsi út (I. (kimenő));0;0;1;47.50941599999999;21.630626;Hétfő - Vasárnap: 0:00-24:00
Hajdú-Bihar;Debrecen;Pick Pack Pont;MOL - Debrecen Sámsoni út;4001 Debrecen, Sámsoni út;0;0;1;47.5487264;21.6586835;Hétfő - Vasárnap: 5:00-22:00
Hajdú-Bihar;Debrecen;Pick Pack Pont;OMV-Debrecen Füredi út;4027 Debrecen, Füredi út 27;0;0;1;47.5415245;21.619387600000003;Hétfő - Vasárnap: 0:00-24:00
Hajdú-Bihar;Debrecen;Pick Pack Pont;OMV-Debrecen István u.;4031 Debrecen, István utca 137;0;0;1;47.516090999999996;21.605806;Hétfő - Vasárnap: 0:00-24:00
Hajdú-Bihar;Debrecen;Pick Pack Pont;OMV-Debrecen Kassai út;4028 Debrecen, Kassai út 92;0;0;1;47.551491999999996;21.648248000000002;Hétfő - Vasárnap: 0:00-24:00
Hajdú-Bihar;Debrecen;Pick Pack Pont;Playersroom - Debrecen Fórum;4026 Debrecen, Csapó utca 30 (-1. emeleten középen, a szökőkútnál és a nagyszínpadnál.);0;0;1;47.531551;21.6272829;Hétfő - Szombat: 9:00-20:15,Vasárnap: Zárva
Hajdú-Bihar;Debrecen;Pick Pack Pont;Relay-Debrecen MÁV I.;4025 Debrecen, Petőfi tér (Indulási oldal, bejáratnál jobbra);0;0;1;47.521811384765364;21.628670055572453;Hétfő - Péntek: 4:00-20:00,Szombat: 4:00-18:00,Vasárnap: 5:00-19:00
Hajdú-Bihar;Debrecen;Pick Pack Pont;Relay-Debrecen Máv II.;4025 Debrecen, Petöfi tér (Máv érkezési oldal);0;0;1;47.52182225269146;21.628670055572453;Hétfő - Péntek: 5:00-19:00,Szombat: 5:00-17:00,Vasárnap: 6:00-13:00
Hajdú-Bihar;Debrecen;Pick Pack Pont;Sportfactory - Debrecen Plaza;Debrecen Plaza bevásárlóközpont 4026 Debrecen, Péterfia utca 18 (1. emeleten, a mozgólépcsőtől balra az ételudvar felé.);0;0;1;47.5348096;21.6256809;Hétfő - Szombat: 9:00-20:00,Vasárnap: Zárva
Hajdú-Bihar;Hajdúböszörmény;Pick Pack Pont;Inmedio-Hajdúböszörmény Kálvin;4220 Hajdúböszörmény, Kálvin tér 3 (Közterületen - Kálvin tér 3);0;0;1;47.6703915;21.5104175;Hétfő - Péntek: 6:00-18:00,Szombat: 6:00-13:00,Vasárnap: 8:00-11:00
Hajdú-Bihar;Hajdúhadház;Pick Pack Pont;Inmedio-Hajdúhadház;4242 Hajdúhadház, Dr. Földi János utca 1. (Városháza közelében);0;0;1;47.683188200000004;21.668798499999998;Hétfő - Péntek: 7:00-17:00,Szombat: 7:00-13:00,Vasárnap: Zárva
Hajdú-Bihar;Hajdúnánás;Telekom partner;NYÍRMOBIL-EAST Kft.;4080 Hajdúnánás, Bocskai utca 2-4.;1;1;1;47.8429097;21.4288008;Hétfő - Péntek: 8:30-17:00,Szombat: 8:30-12:00,Vasárnap: Zárva
Hajdú-Bihar;Hajdúnánás;Pick Pack Pont;OMV-Hajdúnánás Dorogi út;4080 Hajdúnánás, Dorogi út HRSZ: 4275;0;0;1;47.8396196;21.4470931;Hétfő - Vasárnap: 6:00-22:00
Hajdú-Bihar;Hajdúszoboszló;Telekom partner;EAST-OFFICE Kft.;TESCO bevásárlóközpont 4200 Hajdúszoboszló, Kabai útfél (Helyrajzi szám: 0228/2 (Tesco));1;1;1;47.4105676;21.332561;Hétfő - Vasárnap: 9:30-18:30
Hajdú-Bihar;Hajdúszoboszló;Pick Pack Pont;Inmedio-Hajdúszoboszló;4200 Hajdúszoboszló, József A. utca 2 (Strand pénztár bejárat);0;0;1;47.448134;21.399747;Hétfő - Szombat: 7:30-18:30,Vasárnap: 7:30-17:00
Hajdú-Bihar;Hajdúszoboszló;Pick Pack Pont;MOL-Hajdúszoboszló Debreceniút;4200 Hajdúszoboszló, Debreceni út;0;0;1;47.45587250000001;21.423833399999996;Hétfő - Vasárnap: 0:00-24:00
Hajdú-Bihar;Hajdúszoboszló;Pick Pack Pont;OMV-Hajdúszoboszló Hóvirág u.;4200 Hajdúszoboszló, Hóvirág utca 2;0;0;1;47.4475799;21.4150155;Hétfő - Vasárnap: 0:00-24:00
Hajdú-Bihar;Hajdúszoboszló;Pick Pack Pont;Players Outlet-Hajdúsz.Tesco;Tesco bevásárlóközpont 4200 Hajdúszoboszló, Kabai út 0228/2 (Kasszasor mentén, az ételudvarral szemben.);0;0;1;47.43378199104605;21.377343161712588;Hétfő - Csütörtök: 10:00-19:00,Péntek: 10:00-20:00,Szombat: 9:00-19:30,Vasárnap: Zárva
Hajdú-Bihar;Polgár;Pick Pack Pont;Adidas Polgár / M3;4090 Polgár, Hajdú 2 (Jobbra a Playersroom üzlet mellett);0;0;1;47.84374159690674;21.143441608581494;Hétfő - Szombat: 10:00-20:00,Vasárnap: Zárva
Hajdú-Bihar;Polgár;Pick Pack Pont;Inmedio-Polgár Hősök u.;4098 Polgár, Hősök utca 6 (Takarékszövetkezet mellett van);0;0;1;47.8723097;21.114314800000002;Hétfő - Péntek: 7:00-17:00,Szombat: 7:00-13:00,Vasárnap: 8:00-11:00
Hajdú-Bihar;Polgár;Pick Pack Pont;Players Outlet - Outlet Center;M3 Outlet Center bevásárlóközpont 4090 Polgár, Hajdú út 52. (Főbejárattól balra, a sor közepén az átjáró mellett.);0;0;1;47.85746629999999;21.1285465;Hétfő - Szombat: 9:45-20:15,Vasárnap: Zárva
Heves;Besenyőtelek;Pick Pack Pont;Players Outlet - Besenyőtelek;3373 Besenyőtelek, Fő út 93 (Főtéren, a templommal szemben.);0;0;1;47.69877041642438;20.427872184655822;Hétfő - Vasárnap: 9:00-18:00
Heves;Eger;Telekom partner;Térerő 2000 Kft. (Tesco);3300 Eger, Rákóczi Ferenc utca 100.;1;1;1;47.9248518;20.370465;Hétfő - Szerda: 9:00-20:00,Csütörtök: 8:00-20:00,Péntek - Szombat: 9:00-20:00,Vasárnap: 9:00-19:00
